283, SYT, 4.185593, 1.009739, 3.110659e+004
284, COMS, 3.710269, 1.015400, 3.089546e+004
285, COMS, 3.612830, 1.010010, 3.047607e+004
286, COMS, 3.493909, 1.009187, 2.937036e+004
287, COMS, 3.301123, 0.997796, 2.995777e+004
288, SYT, 3.921614, 1.003194, 2.950840e+004
289, COMS, 3.687731, 0.993852, 3.009857e+004
290, COMS, 3.795743, 0.996441, 2.926250e+004
291, COMS, 3.617947, 0.990842, 2.885035e+004
292, VCLK, 3.796743, 1.011240, 2.803639e+004
293, COMS, 3.541024, 0.991146, 2.790320e+004
294, COMS, 3.551002, 0.997548, 2.846127e+004
295, COMS, 3.642485, 0.997548, 2.903049e+004
296, VCLK, 4.074082, 1.008101, 2.961110e+004
297, COMS, 3.854441, 1.001507, 3.020332e+004
298, COMS, 3.854441, 1.011162, 3.042705e+004
299, COMS, 3.806855, 1.015533, 3.103559e+004
300, COMS, 3.806855, 1.020534, 3.165630e+004
301, COMS, 3.806855, 1.025560, 3.228943e+004
302, COMS, 3.806855, 1.025560, 3.183677e+004
303, COMS, 3.771918, 1.018626, 3.247351e+004
304, COMS, 3.771918, 1.018626, 3.312298e+004
305, COMS, 3.771918, 1.018626, 3.243132e+004
306, COMS, 3.889868, 1.012840, 3.307994e+004
307, COMS, 3.889868, 1.012840, 3.374154e+004
308, COMS, 4.139575, 1.012840, 3.441637e+004
309, COMS, 4.139575, 1.012840, 3.510470e+004
310, COMS, 4.287661, 1.019735, 3.385359e+004
311, COMS, 4.053775, 1.008359, 3.430198e+004
312, COMS, 4.026929, 1.007020, 3.370151e+004
313, COMS, 3.988866, 1.007713, 3.437554e+004
314, COMS, 3.988866, 1.007713, 3.506305e+004
315, VCLK, 4.673866, 1.011990, 3.466118e+004
316, COMS, 4.043528, 1.007713, 3.433357e+004
317, COMS, 3.926774, 1.001825, 3.349143e+004
318, COMS, 3.949376, 1.004123, 3.416125e+004
319, COMS, 4.082075, 1.005459, 3.484448e+004
320, COMS, 4.082075, 1.013020, 3.350431e+004
321, VCLK, 4.722344, 1.011768, 3.417439e+004
322, COMS, 3.848110, 1.001132, 3.391151e+004
323, COMS, 3.743637, 0.995636, 3.391151e+004
324, COMS, 3.698220, 0.997529, 3.458974e+004
325, VCLK, 4.881498, 1.009021, 3.528154e+004
326, VCLK, 5.016285, 1.018915, 3.598717e+004
327, VCLK, 5.016285, 1.018915, 3.670691e+004
328, VCLK, 5.116611, 1.018915, 3.744105e+004
329, VCLK, 5.298927, 1.018915, 3.818987e+004
330, COMS, 3.830735, 1.016077, 3.740758e+004
331, VCLK, 5.364114, 1.028112, 3.815574e+004
332, VCLK, 5.471396, 1.028112, 3.779321e+004
333, VCLK, 5.399339, 1.022094, 3.653344e+004
334, VCLK, 5.258312, 1.011175, 3.726411e+004
335, RUK, 5.454913, 1.002458, 3.678351e+004
336, VCLK, 5.383566, 1.011175, 3.751918e+004
337, VCLK, 5.383566, 1.011175, 3.826956e+004
338, MT, 3.993257, 1.005757, 3.903495e+004
339, UPM, 4.030999, 1.003503, 3.906080e+004
340, UPM, 4.028368, 1.001756, 3.929674e+004
341, COMS, 3.823842, 1.020023, 3.900293e+004
342, VCLK, 5.336447, 1.017488, 3.978299e+004
343, VCLK, 5.622227, 1.017488, 3.951718e+004
344, COMS, 4.247673, 1.022512, 4.030752e+004
345, VCLK, 5.529911, 1.012108, 4.111367e+004
346, VCLK, 5.529911, 1.014637, 4.193595e+004
347, VCLK, 5.529911, 1.022676, 4.277467e+004
348, COMS, 4.262346, 1.005619, 4.055261e+004
349, MRVL, 4.164861, 1.007079, 4.136366e+004
350, MRVL, 4.456939, 1.007079, 4.219093e+004
351, MRVL, 4.456939, 1.007079, 4.303475e+004
352, MRVL, 4.456939, 1.007079, 4.389544e+004
353, MRVL, 4.456939, 1.008898, 4.400654e+004
354, VCLK, 6.100402, 1.024048, 4.488667e+004
355, VCLK, 6.202207, 1.024048, 4.578440e+004
356, VCLK, 6.454054, 1.024048, 4.670009e+004
357, MRVL, 4.380607, 1.024566, 4.763409e+004
358, VCLK, 6.538504, 1.028112, 4.858677e+004
359, VCLK, 6.784262, 1.028112, 4.491843e+004
360, VCLK, 6.149063, 1.008095, 4.076631e+004
361, VCLK, 5.599973, 0.984820, 4.158164e+004
362, VCLK, 5.599973, 0.984820, 4.150534e+004
363, MRVL, 4.681484, 0.999197, 4.147923e+004
364, VCLK, 5.480096, 0.980567, 4.230881e+004
365, MRVL, 4.829497, 0.984019, 4.315499e+004
366, VCLK, 5.480096, 0.980567, 4.401809e+004
367, VCLK, 5.715917, 1.000037, 4.489845e+004
368, VCLK, 5.715917, 1.023672, 4.369833e+004
369, VCLK, 5.454052, 1.014115, 4.457230e+004
370, VCLK, 5.454052, 1.018514, 4.546375e+004
371, VCLK, 5.454052, 1.018514, 4.508677e+004
372, VCLK, 5.302772, 1.012800, 4.295726e+004
373, VCLK, 4.953250, 0.999082, 4.381641e+004
374, MRVL, 4.802689, 1.005258, 4.310468e+004
375, MRVL, 4.632036, 0.998010, 4.324316e+004
376, VCLK, 5.070621, 1.008497, 4.410802e+004
377, MRVL, 4.555801, 1.005182, 4.499018e+004
378, VCLK, 5.250499, 1.007085, 4.588999e+004
379, VCLK, 5.250499, 1.012767, 4.431211e+004
380, VCLK, 4.970555, 1.015484, 4.519835e+004
381, MRVL, 4.971474, 1.015111, 4.505035e+004
382, VCLK, 5.171296, 1.012032, 4.595135e+004
383, VCLK, 5.171296, 1.012032, 4.687038e+004
384, VCLK, 5.171296, 1.012032, 4.667427e+004
385, VCLK, 5.048685, 1.008598, 4.699840e+004
386, VCLK, 4.984064, 1.006003, 4.793836e+004
387, VCLK, 5.083745, 1.017088, 4.208736e+004
388, VCLK, 4.536130, 0.987034, 4.128949e+004
389, VCLK, 4.362879, 0.982717, 4.062353e+004
390, MRVL, 3.755634, 0.985326, 4.011632e+004
391, MRVL, 3.636021, 0.984140, 4.054755e+004
392, VCLK, 4.488739, 0.980348, 4.135850e+004
393, VCLK, 4.488739, 0.982877, 4.167623e+004
394, VCLK, 4.451992, 0.980491, 3.999902e+004
395, VCLK, 4.341466, 0.998119, 4.055880e+004
396, VCLK, 4.315906, 1.004736, 3.923568e+004
397, VCLK, 4.241121, 1.001344, 4.002039e+004
398, VCLK, 4.503236, 1.001344, 3.869619e+004
399, VCLK, 4.407768, 0.990697, 3.820387e+004
400, VCLK, 4.266362, 0.984257, 3.602079e+004
401, VCLK, 3.974872, 0.971254, 3.674121e+004
402, VCLK, 4.054369, 0.983152, 3.620377e+004
403, VCLK, 4.027412, 0.977538, 3.465701e+004
404, MC, 4.102665, 1.014899, 3.465701e+004
405, VCLK, 3.779751, 0.975488, 3.438196e+004
406, MC, 4.112418, 1.010887, 3.415101e+004
407, COMS, 2.969607, 0.992503, 3.349845e+004
408, ABM, 4.251094, 1.013311, 3.416842e+004
409, HLEX, 3.651460, 1.009446, 3.358147e+004
410, VCLK, 3.825320, 0.995828, 3.425310e+004
411, VCLK, 3.825320, 1.008549, 3.387204e+004
412, VCLK, 3.708592, 1.002317, 3.454948e+004
413, OPSW, 3.893759, 1.028112, 3.316750e+004
414, OPSW, 3.828081, 1.015721, 3.095634e+004
415, VCLK, 3.753697, 1.005862, 3.157546e+004
416, VCLK, 3.828771, 1.015933, 3.220697e+004
417, OPSW, 4.038316, 0.997842, 3.285111e+004
418, ENL, 4.767350, 1.002714, 3.298423e+004
419, OPSW, 4.275503, 0.997842, 3.364392e+004
420, VCLK, 3.953125, 1.016665, 3.287845e+004
421, OPSW, 4.275503, 1.010014, 3.353602e+004
422, ABM, 5.128618, 1.013408, 3.376818e+004
423, OPSW, 4.672514, 1.028112, 3.444354e+004
424, OPSW, 4.672514, 1.028112, 3.513241e+004
425, OPSW, 4.672514, 1.028112, 3.372511e+004
426, VCLK, 3.998960, 0.997571, 3.439961e+004
427, VCLK, 4.174689, 1.003051, 3.508760e+004
428, VCLK, 4.298544, 1.011677, 3.347911e+004
429, ABM, 4.895197, 0.996441, 3.414869e+004
430, OPSW, 4.388039, 0.999221, 3.483166e+004
431, OPSW, 4.388039, 0.999221, 3.552830e+004
432, VCLK, 4.495864, 1.014482, 3.574362e+004
433, OPSW, 4.558488, 1.000197, 3.645849e+004
434, ABM, 4.635921, 1.003316, 3.559920e+004
435, VCLK, 4.677559, 1.011694, 3.331767e+004
436, OPSW, 4.326421, 1.006132, 3.183341e+004
437, VCLK, 4.291938, 1.007794, 3.247008e+004
438, VCLK, 4.291938, 1.007794, 3.311948e+004
439, VCLK, 4.291938, 1.007794, 3.378187e+004
440, VCLK, 4.291938, 1.010572, 3.374189e+004
441, VCLK, 4.202802, 1.006339, 3.366174e+004
442, VCLK, 4.232374, 1.001884, 3.433498e+004
443, VCLK, 4.232374, 1.019274, 3.502168e+004
444, VCLK, 4.317022, 1.019274, 3.572211e+004
445, VCLK, 4.317022, 1.019274, 3.520279e+004
446, VCLK, 4.294396, 1.012275, 3.425921e+004
447, VCLK, 4.097342, 1.002810, 3.364420e+004
448, VCLK, 4.023788, 0.999420, 3.346732e+004
449, VCLK, 3.924150, 0.998842, 3.413666e+004
450, VCLK, 3.924150, 0.998842, 3.125101e+004
451, ONXX, 3.611461, 1.011206, 3.187603e+004
452, ONXX, 3.847866, 1.011206, 3.136795e+004
453, BRG, 5.063776, 1.011804, 3.199531e+004
454, UMPQ, 3.384873, 1.005185, 3.129279e+004
455, RSTI, 3.850209, 1.028112, 3.054067e+004
456, ONXX, 3.159180, 0.982566, 3.115149e+004
457, RSTI, 3.757670, 1.019077, 3.177452e+004
458, RSTI, 3.757670, 1.019077, 3.241001e+004
459, UMPQ, 3.241848, 1.001450, 3.271576e+004
460, RSTI, 3.865723, 1.019077, 3.337008e+004
461, ABM, 5.154660, 1.020272, 3.403748e+004
462, RSTI, 3.943038, 1.019077, 3.227106e+004
463, ONXX, 3.659999, 1.023877, 3.291648e+004
464, SYT, 4.260040, 0.994848, 3.294719e+004
465, ABM, 5.235155, 1.028112, 3.360613e+004
466, RSTI, 3.789855, 1.013191, 3.427826e+004
467, RSTI, 3.865652, 1.013191, 3.496382e+004
468, RSTI, 3.865652, 1.013191, 3.566310e+004
469, RSTI, 3.948772, 1.013191, 3.637636e+004
470, RSTI, 3.948772, 1.028112, 3.710389e+004
471, RSTI, 3.948772, 1.028112, 3.784596e+004
472, RSTI, 3.948772, 1.028112, 3.860288e+004
473, RSTI, 3.949285, 1.028112, 3.669086e+004
474, RSTI, 3.680073, 1.013696, 3.742468e+004
475, RSTI, 3.680073, 1.013696, 3.817317e+004
476, RSTI, 3.680073, 1.013696, 3.893663e+004
477, RSTI, 3.680073, 1.013696, 3.808474e+004
478, ONNN, 3.748346, 1.017128, 3.884643e+004
479, ONNN, 3.748346, 1.017128, 3.962336e+004
480, ONNN, 3.804842, 1.017128, 4.041583e+004
481, ONNN, 3.977480, 1.028112, 3.998976e+004
482, ONNN, 3.858381, 1.021879, 4.078955e+004
483, ONNN, 4.307239, 1.021879, 4.160534e+004
484, ONNN, 4.307239, 1.021879, 4.243745e+004
485, ONNN, 4.307239, 1.021879, 4.093258e+004
486, ONNN, 4.073040, 1.010517, 3.851016e+004
487, ONNN, 3.756858, 0.994317, 3.928037e+004
488, ONNN, 3.756858, 0.994317, 4.006597e+004
489, ONNN, 3.756858, 1.000381, 4.020319e+004
490, ONNN, 3.819987, 0.997108, 4.100725e+004
491, ONNN, 3.819987, 0.997108, 3.877388e+004
492, ONNN, 4.171207, 0.982105, 3.547397e+004
493, ONNN, 4.009786, 0.971780, 3.618345e+004
494, ONNN, 4.009786, 0.987613, 3.533540e+004
495, ONNN, 3.839027, 0.979055, 3.604211e+004
496, ONNN, 3.839027, 0.979055, 3.676295e+004
497, ONNN, 3.839027, 0.982268, 3.641059e+004
498, ONXX, 3.020063, 1.002807, 3.713880e+004
499, ABM, 4.976331, 1.002331, 3.788158e+004
500, ABM, 4.976331, 1.005207, 3.758380e+004
501, FRO, 2.633754, 1.010733, 3.793892e+004
502, ONNN, 3.717321, 1.015121, 3.770509e+004
503, ONNN, 3.823285, 1.009859, 3.845919e+004
504, ONNN, 3.823285, 1.009859, 3.717137e+004
505, ONNN, 3.622804, 1.004937, 3.791480e+004
506, ONNN, 3.622804, 1.004937, 3.751867e+004
507, ONNN, 3.514661, 1.005710, 3.826904e+004
508, ONNN, 3.514661, 1.005710, 3.903442e+004
509, ONNN, 3.514661, 1.005710, 3.981511e+004
510, ONNN, 3.772227, 1.010950, 3.934300e+004
511, ONNN, 3.654409, 1.004554, 3.804882e+004
512, ADO, 3.696730, 1.013174, 3.880980e+004
513, ADO, 3.696730, 1.016689, 3.958599e+004
514, ADO, 3.721051, 1.018363, 3.923168e+004
515, ABM, 5.313698, 1.024465, 3.918954e+004
516, ADO, 3.668810, 1.020455, 3.997333e+004
517, ADO, 3.668810, 1.022208, 3.978584e+004
518, ONNN, 3.917188, 1.005604, 3.855852e+004
519, BRG, 3.791415, 1.003923, 3.858762e+004
520, ONNN, 3.721911, 1.006029, 3.763173e+004
521, ONNN, 3.837975, 0.998415, 3.838436e+004
522, ONNN, 3.837975, 0.999389, 3.710829e+004
523, ONNN, 3.741827, 0.988730, 3.582869e+004
524, ONNN, 3.739563, 0.986904, 3.654527e+004
525, ONNN, 3.739563, 0.986904, 3.727617e+004
526, ONNN, 3.739563, 0.997049, 3.802170e+004
527, ONNN, 3.739563, 0.997049, 3.785990e+004
528, ONNN, 3.650637, 1.001210, 3.861710e+004
529, ONNN, 3.883235, 1.001210, 3.938944e+004
530, ONNN, 3.883235, 1.012003, 3.970247e+004
531, ONNN, 3.837348, 1.020745, 4.049652e+004
532, ONNN, 3.837348, 1.020745, 4.130645e+004
533, ONNN, 3.914095, 1.020745, 4.009311e+004
534, ONNN, 3.724629, 1.010666, 4.089497e+004
535, ONNN, 3.724629, 1.015542, 4.171287e+004
536, BRG, 3.803382, 1.011030, 4.159635e+004
537, ONNN, 3.458936, 1.000622, 4.242828e+004
538, ONNN, 3.458936, 1.003004, 4.327684e+004
539, ONNN, 3.605941, 1.003004, 4.414238e+004
540, ONNN, 3.605941, 1.003004, 4.502523e+004
541, ONNN, 3.605941, 1.013006, 4.592573e+004
542, ONNN, 3.767769, 1.013006, 4.684425e+004
543, ONNN, 3.767769, 1.013006, 4.778113e+004
544, ONNN, 3.767769, 1.028112, 4.723192e+004
545, ONNN, 3.651432, 1.021683, 4.689891e+004
546, BRG, 3.751737, 1.009912, 4.659828e+004
547, ONNN, 3.785645, 1.016205, 4.753024e+004
548, ONNN, 3.785645, 1.016205, 4.462562e+004
549, ONNN, 3.484608, 0.999503, 4.388274e+004
550, ONNN, 3.359412, 0.992216, 4.476040e+004
551, ONNN, 3.359412, 0.992216, 4.370131e+004
552, ONNN, 3.215611, 0.989761, 4.457534e+004
553, ONNN, 3.215611, 0.995096, 4.546684e+004
554, ONNN, 3.215611, 0.995096, 4.637618e+004
555, ONNN, 3.538185, 0.995096, 4.730370e+004
556, ONNN, 3.538185, 1.011724, 4.699654e+004
557, ONNN, 3.446284, 1.013805, 4.583537e+004
558, ONNN, 3.418104, 1.004758, 4.393069e+004
559, ONNN, 3.211828, 1.001048, 4.480930e+004
560, TSN, 3.214426, 1.013050, 4.510853e+004
561, ABM, 6.295178, 1.008518, 4.601070e+004
562, ONNN, 3.830928, 1.001048, 4.693091e+004
563, ONNN, 3.830928, 1.001048, 4.786953e+004
564, ONNN, 3.830928, 1.006330, 4.882692e+004
565, ONNN, 3.830928, 1.015392, 4.980346e+004
566, ONNN, 3.907547, 1.028112, 4.888963e+004
567, ONNN, 3.760636, 1.020262, 4.857009e+004
568, ONNN, 3.662801, 1.014897, 4.954150e+004
569, ONNN, 3.662801, 1.014897, 4.801322e+004
570, ONNN, 3.480205, 1.004570, 4.718210e+004
571, ONNN, 3.419962, 0.997111, 4.692844e+004
572, ONNN, 3.334878, 0.992100, 4.756260e+004
573, ONNN, 3.379944, 0.990835, 4.611368e+004
574, ONNN, 3.212724, 0.988377, 4.703595e+004
575, ONNN, 3.212724, 0.993601, 4.639162e+004
576, ONNN, 3.106582, 0.986948, 4.373140e+004
577, ONNN, 2.871022, 0.981491, 4.326476e+004
578, SSL, 2.978402, 1.019186, 4.413005e+004
579, SSL, 2.978402, 1.019749, 4.351675e+004
580, SSL, 2.879421, 1.019058, 4.438708e+004
581, TKP, 3.398540, 1.003794, 4.491486e+004
582, SSL, 2.898353, 1.014357, 4.509428e+004
583, ONNN, 2.870406, 0.992272, 4.599616e+004
584, ONNN, 2.870406, 1.008045, 4.346094e+004
585, ONXX, 2.855535, 1.019678, 4.433016e+004
586, ONXX, 3.024410, 1.019678, 4.224261e+004
587, ONXX, 2.825478, 1.005896, 4.308746e+004
588, TSN, 2.944855, 1.005776, 4.295176e+004
589, ILA, 3.042433, 1.012610, 4.177500e+004
590, TSN, 3.013767, 1.006259, 4.261050e+004
591, TSN, 3.077458, 1.010144, 4.346271e+004
592, TSN, 3.077458, 1.010144, 4.348488e+004
593, TSN, 3.018655, 1.011645, 4.435458e+004
594, TSN, 3.072414, 1.014465, 4.498822e+004
595, TSN, 3.119671, 1.013325, 4.430312e+004
596, TSN, 3.078842, 1.010858, 4.506260e+004
597, TSN, 3.070217, 1.015266, 4.596385e+004
598, TSN, 3.070217, 1.015266, 4.613275e+004
599, TSN, 3.065713, 1.011995, 4.519323e+004
600, TSN, 2.944390, 1.007737, 4.609709e+004
601, TSN, 2.988513, 1.007737, 4.646333e+004
602, TSN, 3.033112, 1.006473, 4.665855e+004
603, TSN, 3.114024, 1.010414, 4.759172e+004
604, TSN, 3.114024, 1.010981, 4.854356e+004
605, TSN, 3.114024, 1.010981, 4.951443e+004
606, TSN, 3.114024, 1.014249, 5.017462e+004
607, TSN, 3.114296, 1.021133, 5.029833e+004
608, TSN, 3.060759, 1.017597, 5.039700e+004
609, TSN, 3.086585, 1.016386, 5.140494e+004
610, TSN, 3.171746, 1.019565, 5.087989e+004
611, TSN, 3.095748, 1.013451, 5.189749e+004
612, TSN, 3.137384, 1.013451, 5.152051e+004
613, TSN, 3.100307, 1.007975, 5.179886e+004
614, TSN, 3.140319, 1.006392, 5.162259e+004
615, TSN, 3.126680, 1.005211, 5.078752e+004
616, ABM, 5.179433, 1.003186, 4.995493e+004
617, ABM, 5.061867, 0.998412, 5.039482e+004
618, BEAV, 4.378105, 1.010953, 5.140272e+004
619, TSN, 3.011636, 0.999735, 5.018729e+004
620, TSN, 2.882769, 0.996413, 5.119103e+004
621, TSN, 2.927059, 0.999290, 5.221485e+004
622, TSN, 3.015758, 1.003940, 5.262680e+004
623, ILA, 3.138944, 1.013082, 5.367934e+004
624, ILA, 3.154113, 1.018230, 5.475293e+004
625, BEAV, 4.415107, 1.009424, 5.036098e+004
626, ABM, 5.143166, 1.013372, 5.023118e+004
627, TSN, 3.182837, 1.016284, 5.123581e+004
628, TSN, 3.243700, 1.016284, 5.113859e+004
629, TSN, 3.251585, 1.011882, 5.099282e+004
630, TSN, 3.311180, 1.009716, 5.053234e+004
631, TSN, 3.263948, 1.003902, 5.050827e+004
632, TSN, 3.274024, 0.999839, 5.060453e+004
633, TSN, 3.215945, 1.001678, 5.026716e+004
634, TSN, 3.161142, 1.000143, 4.988234e+004
635, TSN, 3.142407, 0.994660, 4.954562e+004
636, TSN, 3.080660, 0.993691, 5.000260e+004
637, TSN, 3.082225, 0.996086, 5.038539e+004
638, BRG, 3.239300, 1.005092, 5.063088e+004
639, TSN, 3.047757, 0.995211, 5.009664e+004
640, ACGY, 3.439751, 1.024033, 5.109857e+004
641, ILA, 3.728146, 1.011085, 4.474435e+004
642, ILA, 3.302650, 0.980694, 4.563923e+004
643, BEAV, 3.406305, 1.005260, 4.655202e+004
644, BEAV, 3.406305, 1.005260, 4.722594e+004
645, BEAV, 3.387860, 1.004169, 4.817045e+004
646, BEAV, 3.387860, 1.004169, 4.913386e+004
647, BEAV, 3.437236, 1.015629, 5.011654e+004
648, BEAV, 3.437236, 1.026996, 5.111887e+004
649, BEAV, 3.437236, 1.026996, 5.214125e+004
650, BEAV, 3.437236, 1.026996, 5.214125e+004
651, BEAV, 3.369839, 1.022936, 5.318407e+004
652, TSN, 2.701907, 1.008013, 5.219204e+004
653, TSN, 2.642123, 1.000255, 5.070399e+004
654, TSN, 2.622543, 0.996900, 5.053637e+004
655, TSN, 2.562621, 0.996452, 5.092533e+004
656, BEAV, 3.696875, 1.020207, 5.194383e+004
657, BEAV, 3.815596, 1.020207, 5.298271e+004
658, BEAV, 3.815596, 1.024255, 5.161247e+004
659, TSN, 2.615993, 0.991375, 5.264472e+004
660, BEAV, 3.559910, 1.013679, 5.369761e+004
661, BEAV, 3.559910, 1.013679, 5.349762e+004
662, ILA, 3.368343, 1.002082, 5.091223e+004
663, BEAV, 3.477109, 1.008919, 5.114219e+004
664, ILA, 3.229572, 0.988282, 5.114219e+004
665, ILA, 3.278137, 0.984376, 5.114219e+004
666, ILA, 3.213860, 0.988810, 5.114219e+004
667, ILA, 3.190229, 1.001977, 5.077689e+004
668, ILA, 3.105335, 0.996586, 5.179242e+004
669, ILA, 3.105335, 0.996586, 5.196859e+004
670, ILA, 3.054801, 1.007192, 5.214535e+004
671, ILA, 3.005090, 1.003893, 5.318826e+004
672, ILA, 3.005090, 1.007876, 5.336615e+004
673, ILA, 3.189931, 1.008550, 5.229882e+004
674, TSN, 2.302386, 1.009118, 5.334480e+004
675, TSN, 2.302386, 1.016951, 5.208815e+004
676, BEAV, 3.881313, 1.014058, 5.312991e+004
677, TSN, 2.312410, 1.011426, 5.316160e+004
678, ILA, 3.025142, 1.001992, 5.262097e+004
679, ILA, 3.196939, 0.995993, 5.367339e+004
680, ILA, 3.196939, 0.999278, 5.403728e+004
681, TSN, 2.301081, 1.000509, 5.393897e+004
