626, ABM, 5.143166, 4.640260e+004
627, TSN, 3.182837, 4.733065e+004
628, BEAV, 4.235351, 4.472188e+004
629, TSN, 3.251585, 4.459441e+004
630, TSN, 3.311180, 4.419170e+004
631, TSN, 3.263948, 4.417066e+004
632, TSN, 3.274024, 4.425483e+004
633, TSN, 3.215945, 4.395980e+004
634, TSN, 3.161142, 4.362326e+004
635, TSN, 3.142407, 4.332880e+004
636, ACGY, 3.475342, 4.374277e+004
637, TSN, 3.082225, 4.407764e+004
638, ACGY, 3.439751, 4.495919e+004
639, TSN, 3.047757, 4.448480e+004
640, ACGY, 3.439751, 4.537450e+004
641, ILA, 3.728146, 3.973207e+004
642, ILA, 3.302650, 4.052671e+004
643, BEAV, 3.406305, 4.133725e+004
644, BEAV, 3.406305, 4.193567e+004
645, BEAV, 3.387860, 4.277439e+004
646, BEAV, 3.387860, 4.362987e+004
647, BEAV, 3.437236, 4.450247e+004
648, BEAV, 3.437236, 4.539252e+004
649, BEAV, 3.437236, 4.630037e+004
650, BEAV, 3.437236, 4.630037e+004
651, BEAV, 3.369839, 4.722638e+004
652, BEAV, 3.369839, 4.727427e+004
653, TSN, 2.642123, 4.592643e+004
654, TSN, 2.622543, 4.577461e+004
655, TSN, 2.562621, 4.612692e+004
656, BEAV, 3.696875, 4.704946e+004
657, BEAV, 3.815596, 4.799044e+004
658, BEAV, 3.815596, 4.674931e+004
659, BEAV, 3.648873, 4.652171e+004
660, BEAV, 3.559910, 4.745214e+004
661, BEAV, 3.559910, 4.727541e+004
662, ILA, 3.368343, 4.499073e+004
663, BEAV, 3.477109, 4.519394e+004
664, ILA, 3.229572, 4.519394e+004
665, ILA, 3.278137, 4.519394e+004
666, ILA, 3.213860, 4.519394e+004
667, ILA, 3.190229, 4.487113e+004
668, ILA, 3.105335, 4.576855e+004
669, ILA, 3.105335, 4.592422e+004
670, ILA, 3.054801, 4.608043e+004
671, ILA, 3.005090, 4.700204e+004
672, ILA, 3.005090, 4.715923e+004
673, ILA, 3.189931, 4.621605e+004
674, TSN, 2.302386, 4.714037e+004
675, BEAV, 3.746099, 4.808318e+004
676, BEAV, 3.881313, 4.904484e+004
677, BEAV, 3.943229, 4.879072e+004
678, ILA, 3.025142, 4.829455e+004
679, ILA, 3.196939, 4.926044e+004
680, ILA, 3.196939, 4.959441e+004
681, TSN, 2.301081, 4.950418e+004
