2012-04-01	7	$14304.93	[]
2012-04-02	1	$14304.93	[]
2012-04-03	2	$14239.24	[['GPS', -0.00657]]
2012-04-04	3	$14263.13	[['FITB', -0.00486], ['FPO', 0.00725]]
2012-04-05	4	$14263.13	[]
2012-04-06	5	$14263.13	[]
2012-04-07	6	$14263.13	[]
2012-04-08	7	$14263.13	[]
2012-04-09	1	$14263.13	[]
2012-04-10	2	$14263.13	[]
2012-04-11	3	$14263.13	[]
2012-04-12	4	$14263.13	[]
2012-04-13	5	$14263.13	[]
2012-04-14	6	$14263.13	[]
2012-04-15	7	$14263.13	[]
2012-04-16	1	$14263.13	[]
2012-04-17	2	$14429.8	[['BIOD', 0.01667]]
2012-04-18	3	$14429.8	[]
2012-04-19	4	$14429.8	[]
2012-04-20	5	$15374.51	[['MLNX', 0.04724], ['MLNX', 0.04724]]
2012-04-21	6	$15374.51	[]
2012-04-22	7	$15374.51	[]
2012-04-23	1	$15374.51	[]
2012-04-24	2	$15374.51	[]
2012-04-25	3	$15374.51	[]
2012-04-26	4	$15374.51	[]
2012-04-27	5	$15245.45	[['CTXS', -0.00645], ['CTXS', -0.00645]]
2012-04-28	6	$15245.45	[]
2012-04-29	7	$15245.45	[]
2012-04-30	1	$15245.45	[]
2012-05-01	2	$15204.93	[['FLIR', -0.00405]]
2012-05-02	3	$15098.78	[['AVP', -0.01998], ['CAVM', 0.0187], ['DRH', -0.00934]]
2012-05-03	4	$15098.78	[]
2012-05-04	5	$15338.21	[['SSL', 0.02394]]
2012-05-05	6	$15338.21	[]
2012-05-06	7	$15338.21	[]
2012-05-07	1	$15338.21	[]
2012-05-08	2	$15287.6	[['MDR', -0.00506]]
2012-05-09	3	$14448.28	[['CTSH', -0.02573], ['EA', 0.01397], ['LPX', -0.00213], ['NYX', -0.01631], ['VRTX', 0.0113], ['XCO', -0.04503], ['XEC', -0.01999]]
2012-05-10	4	$14448.28	[]
2012-05-11	5	$14162.42	[['BECN', -0.02498], ['HSC', 0.01489], ['JDSU', -0.00564], ['LXU', -0.03074], ['SSP', 0.01789]]
2012-05-12	6	$14162.42	[]
2012-05-13	7	$14162.42	[]
2012-05-14	1	$14162.42	[]
2012-05-15	2	$14143.98	[['XEL', -0.00184]]
2012-05-16	3	$14143.98	[]
2012-05-17	4	$14143.98	[]
2012-05-18	5	$14143.98	[]
2012-05-19	6	$14143.98	[]
2012-05-20	7	$14143.98	[]
2012-05-21	1	$14143.98	[]
2012-05-22	2	$14143.98	[]
2012-05-23	3	$13795.14	[['ENOC', -0.03488]]
2012-05-24	4	$13795.14	[]
2012-05-25	5	$13622.73	[['TSL', -0.01724]]
2012-05-26	6	$13622.73	[]
2012-05-27	7	$13622.73	[]
2012-05-28	1	$13622.73	[]
2012-05-29	2	$13622.73	[]
2012-05-30	3	$14648.51	[['ISIL', 0.00932], ['MT', 0.02824], ['USG', 0.06502]]
2012-05-31	4	$14648.51	[]
2012-06-01	5	$15513.77	[['FUN', 0.01617], ['JBLU', -0.01578], ['RENN', 0.03448], ['UBNT', 0.03708], ['VOCS', 0.00632], ['ZNGA', 0.00825]]
2012-06-02	6	$15513.77	[]
2012-06-03	7	$15513.77	[]
2012-06-04	1	$15513.77	[]
2012-06-05	2	$15513.77	[]
2012-06-06	3	$15513.77	[]
2012-06-07	4	$15284.14	[['CLNE', -0.02296]]
2012-06-08	5	$15356.19	[['SINA', 0.0072]]
2012-06-09	6	$15356.19	[]
2012-06-10	7	$15356.19	[]
2012-06-11	1	$15356.19	[]
2012-06-12	2	$15356.19	[]
2012-06-13	3	$15307.25	[['BX', -0.00489]]
2012-06-14	4	$15307.25	[]
2012-06-15	5	$15307.25	[]
2012-06-16	6	$15307.25	[]
2012-06-17	7	$15307.25	[]
2012-06-18	1	$15307.25	[]
2012-06-19	2	$15307.25	[]
2012-06-20	3	$15347.09	[['NOK', 0.00398]]
2012-06-21	4	$15347.09	[]
2012-06-22	5	$15347.09	[]
2012-06-23	6	$15347.09	[]
2012-06-24	7	$15347.09	[]
2012-06-25	1	$15347.09	[]
2012-06-26	2	$15347.09	[]
2012-06-27	3	$15234.13	[['AZO', -0.0113]]
2012-06-28	4	$15270.38	[['NWSA', 0.00362]]
2012-06-29	5	$15270.38	[]
2012-06-30	6	$15270.38	[]
2012-07-01	7	$15270.38	[]
2012-07-02	1	$15270.38	[]
2012-07-03	2	$15114.65	[['TIBX', -0.01557]]
2012-07-04	3	$15114.65	[]
2012-07-05	4	$15114.65	[]
2012-07-06	5	$15114.65	[]
