TICKER,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,LABEL
GF,8/18/17,17.24,17.37,17.24,17.3,12600,FALSE
GF,8/21/17,17.24,17.3,17.24,17.3,12370,FALSE
GF,8/22/17,17.4,17.4729,17.4,17.46,18038,FALSE
GF,8/23/17,17.4288,17.49,17.39,17.42,11546,FALSE
GF,8/24/17,17.5368,17.5368,17.36,17.46,14323,FALSE
GF,8/25/17,17.5,17.5,17.41,17.47,3342,FALSE
GF,8/28/17,17.47,17.58,17.47,17.58,8390,FALSE
GF,8/29/17,17.31,17.39,17.28,17.35,12517,FALSE
GF,8/30/17,17.37,17.45,17.37,17.4,13213,FALSE
GF,8/31/17,17.3,17.48,17.275,17.47,35454,FALSE
GF,9/1/17,17.52,17.68,17.52,17.66,4743,FALSE
GF,9/5/17,17.7,17.7,17.5,17.56,10409,FALSE
GF,9/6/17,17.7,17.7,17.6301,17.68,9621,FALSE
GF,9/7/17,17.86,17.8749,17.79,17.8,9210,FALSE
GF,9/8/17,17.8,17.85,17.746,17.85,10002,FALSE
GF,9/11/17,18.01,18.11,17.9925,18.11,16837,FALSE
GF,9/12/17,18.06,18.11,18.02,18.1,15017,FALSE
GF,9/13/17,17.98,17.98,17.93,17.9328,4132,FALSE
GF,9/14/17,17.86,17.99,17.86,17.91,17441,FALSE
GF,9/15/17,18.04,18.09,17.9905,18.09,15529,FALSE
GF,9/18/17,18.15,18.19,18.11,18.19,19048,FALSE
GF,9/19/17,18.2,18.28,18.19,18.28,11510,FALSE
GF,9/20/17,18.29,18.35,18.29,18.31,31068,FALSE
GF,9/21/17,18.31,18.4677,18.3,18.38,24014,FALSE
GF,9/22/17,18.43,18.45,18.41,18.43,13021,FALSE
GF,9/25/17,18.39,18.466,18.39,18.3901,17381,FALSE
GF,9/26/17,18.36,18.36,18.29,18.29,17441,FALSE
GF,9/27/17,18.25,18.25,18.1601,18.24,10802,FALSE
GF,9/28/17,18.21,18.28,18.21,18.28,26297,FALSE
GF,9/29/17,18.37,18.59,18.37,18.57,14031,FALSE
GF,10/2/17,18.49,18.5832,18.48,18.5241,16555,FALSE
GF,10/3/17,18.51,18.62,18.5,18.62,2623,FALSE
GF,10/4/17,18.63,18.6737,18.63,18.64,3806,FALSE
GF,10/5/17,18.63,18.6701,18.6102,18.64,20949,FALSE
GF,10/6/17,18.54,18.59,18.4203,18.51,6441,FALSE
GF,10/9/17,18.55,18.55,18.5077,18.54,4456,FALSE
GF,10/10/17,18.5407,18.5407,18.486,18.54,5822,FALSE
GF,10/11/17,18.28,18.62,18.28,18.58,6807,FALSE
GF,10/12/17,18.5901,18.67,18.5901,18.65,8291,FALSE
GF,10/13/17,18.67,18.81,18.67,18.8,10838,FALSE
GF,10/16/17,18.71,18.75,18.69,18.74,20279,FALSE
GF,10/17/17,18.69,18.76,18.6233,18.76,14525,FALSE
GF,10/18/17,18.73,19.01,18.73,18.96,46982,FALSE
GF,10/19/17,18.84,18.84,18.725,18.73,33148,FALSE
GF,10/20/17,18.6201,18.7,18.57,18.7,15792,FALSE
GF,10/23/17,18.24,18.63,18.24,18.63,9944,TRUE
GF,10/24/17,18.68,18.7299,18.67,18.7,4963,FALSE
GF,10/25/17,18.638,18.638,18.5601,18.6,21158,FALSE
GF,10/26/17,18.68,18.68,18.53,18.62,36745,FALSE
GF,10/27/17,18.39,18.76,18.39,18.76,16245,TRUE
GF,10/30/17,18.77,18.82,18.77,18.82,1138,FALSE
GF,10/31/17,18.85,18.89,18.796,18.89,7029,FALSE
GF,11/1/17,19.1,19.19,19.0833,19.15,13535,FALSE
GF,11/2/17,19.08,19.09,18.98,18.98,7730,FALSE
GF,11/3/17,19.08,19.15,19.01,19.08,25442,FALSE
GF,11/6/17,18.9,19.07,18.8998,19.0665,16480,FALSE
GF,11/7/17,18.95,18.95,18.9047,18.9355,2708,FALSE
GF,11/8/17,18.85,18.97,18.85,18.95,4548,FALSE
GF,11/9/17,18.81,18.82,18.7042,18.76,4849,FALSE
GF,11/10/17,18.77,18.77,18.68,18.702,1722,FALSE
GF,11/13/17,18.6,18.65,18.55,18.65,9290,FALSE
GF,11/14/17,18.66,18.69,18.627,18.69,8305,FALSE
GF,11/15/17,18.7,18.8899,18.7,18.8809,8695,FALSE
GF,11/16/17,18.69,19,18.69,18.98,5166,FALSE
GF,11/17/17,18.75,19.013,18.75,19,26491,FALSE
GF,11/20/17,19.0679,19.13,19.0679,19.13,16810,FALSE
GF,11/21/17,19.3,19.3,19.22,19.27,8271,FALSE
GF,11/22/17,19.36,19.36,19.25,19.28,43359,FALSE
GF,11/24/17,19.29,19.5215,19.29,19.47,5420,FALSE
GF,11/27/17,19.55,19.5918,19.5444,19.582,11469,FALSE
GF,11/28/17,19.5952,19.67,19.588,19.6597,8093,FALSE
GF,11/29/17,19.76,19.76,19.61,19.66,17175,FALSE
GF,11/30/17,19.77,19.8189,19.71,19.72,16948,FALSE
GF,12/1/17,19.7,19.9379,19.54,19.77,13059,FALSE
GF,12/4/17,19.78,19.818,19.63,19.63,14994,FALSE
GF,12/5/17,19.73,19.73,19.57,19.57,3286,FALSE
GF,12/6/17,19.4,19.4059,19.161,19.35,25310,FALSE
GF,12/7/17,19.354,19.4599,19.354,19.43,6905,FALSE
GF,12/8/17,19.4141,19.48,19.34,19.46,15896,FALSE
GF,12/11/17,19.49,19.64,19.4454,19.52,15149,FALSE
GF,12/12/17,19.69,19.69,19.5186,19.54,2611,FALSE
GF,12/13/17,19.54,19.7098,19.54,19.61,11079,FALSE
GF,12/14/17,19.589,19.6928,19.54,19.54,10517,FALSE
GF,12/15/17,19.69,19.7,19.46,19.7,6467,FALSE
GF,12/18/17,19.81,19.87,19.71,19.7701,26866,FALSE
GF,12/19/17,19.82,19.88,19.74,19.85,5178,FALSE
GF,12/20/17,19.76,19.84,19.74,19.82,12850,FALSE
GF,12/21/17,19.931,19.97,19.73,19.97,9864,FALSE
GF,12/22/17,19.84,19.98,19.8197,19.9331,9022,FALSE
GF,12/26/17,19.886,19.9468,19.886,19.91,10281,FALSE
GF,12/27/17,19.925,19.93,19.87,19.92,7005,FALSE
GF,12/28/17,19.31,19.34,19.2485,19.3,16959,FALSE
GF,12/29/17,19.28,19.8412,19.261,19.44,13471,TRUE
GF,1/2/18,19.39,19.5,19.39,19.4853,14152,FALSE
GF,1/3/18,19.67,19.7065,19.53,19.7,8853,FALSE
GF,1/4/18,20,20.13,19.9438,20.13,28237,FALSE
GF,1/5/18,20.32,20.545,20.25,20.3301,44006,FALSE
GF,1/8/18,20.3,20.8,20.3,20.4,42855,TRUE
GF,1/9/18,20.5,20.545,20.41,20.465,19273,FALSE
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
